assets,signal,horizon,window,n_obs,ic_mean,ic_t,ic_hit,top_ann,mid_ann,bot_ann,spread_ann,monotone,draw
SHUF48,ABSMOM252,3m,full,221,0.0311,1.74,55.2,23.55,24.63,23.87,-0.31,False,48
SHUF48,MOMSKIP126,1m,full,229,0.0367,1.87,53.7,23.97,22.08,22.36,1.62,False,48
SHUF48,MOMSKIP126,3m,full,227,0.0516,2.98,59.5,25.39,22.84,23.68,1.71,False,48
SHUF48,RISKADJ63,1m,full,232,0.0135,0.73,53.0,22.48,23.74,23.56,-1.08,False,48
SHUF48,RISKADJ63,3m,full,230,0.0424,2.44,60.4,24.02,25.08,23.41,0.61,False,48
SHUF48,RISKADJ126,1m,full,229,0.039,1.99,55.0,22.91,22.88,22.99,-0.08,False,48
SHUF48,RISKADJ126,3m,full,227,0.0623,3.55,59.9,25.09,23.76,23.2,1.9,True,48
SHUF48,MADIST200,1m,full,231,0.0183,0.94,54.5,22.98,22.83,23.32,-0.34,False,48
SHUF48,MADIST200,3m,full,229,0.0437,2.3,56.3,24.62,23.53,23.94,0.68,False,48
SHUF48,ACCEL,1m,full,223,-0.0165,-0.88,47.1,21.47,23.29,23.39,-1.92,False,48
SHUF48,ACCEL,3m,full,221,-0.0,-0.0,53.4,23.71,24.21,24.31,-0.6,False,48
SHUF49,ABSMOM63,1m,full,232,0.0167,0.95,53.0,24.67,22.31,22.86,1.81,False,49
SHUF49,ABSMOM63,3m,full,230,0.0482,2.67,56.5,25.53,23.68,23.49,2.04,True,49
SHUF49,ABSMOM126,1m,full,229,0.0379,2.07,54.6,24.92,21.7,22.23,2.69,False,49
SHUF49,ABSMOM126,3m,full,227,0.0784,4.08,62.1,25.57,23.42,23.22,2.35,True,49
SHUF49,ABSMOM252,1m,full,223,0.0345,1.9,57.0,23.19,21.54,23.19,-0.01,False,49
SHUF49,ABSMOM252,3m,full,221,0.051,2.72,59.7,24.63,23.2,24.47,0.15,False,49
SHUF49,MOMSKIP126,1m,full,229,0.0449,2.47,57.2,24.15,22.5,22.36,1.79,True,49
SHUF49,MOMSKIP126,3m,full,227,0.0759,4.14,63.0,25.12,24.0,23.16,1.96,True,49
SHUF49,RISKADJ63,1m,full,232,0.0195,1.14,54.7,23.91,22.5,23.49,0.42,False,49
SHUF49,RISKADJ63,3m,full,230,0.051,2.98,60.0,25.47,23.05,24.19,1.27,False,49
SHUF49,RISKADJ126,1m,full,229,0.0411,2.34,56.8,24.23,22.46,22.22,2.0,True,49
SHUF49,RISKADJ126,3m,full,227,0.0856,4.81,63.9,26.28,23.11,22.85,3.43,True,49
SHUF49,MADIST200,1m,full,231,0.0422,2.3,53.2,24.79,22.07,22.21,2.58,False,49
SHUF49,MADIST200,3m,full,229,0.0773,3.87,59.0,25.37,23.12,23.9,1.47,False,49
SHUF49,ACCEL,1m,full,223,-0.029,-1.59,44.8,22.36,22.15,23.55,-1.19,False,49
SHUF49,ACCEL,3m,full,221,0.0025,0.14,52.5,23.94,24.56,23.92,0.01,False,49
